user_id,country,sex,height,weight,age,years_cl,date_first,date_last,grades_count,grades_max,year_first,year_last,grade_first_fra,grade_last_fra,grade_mean_fra
4971,Australia,0,174,73,50.0,21,2004-07-02 22:00:00,2008-08-23 22:00:00,120,62,2004,2008,7b+,7c+,7b+
1353,Australia,1,161,53,34.0,2,2001-05-14 22:00:00,2012-07-28 22:00:00,214,72,2001,2012,8b/+,7c,7b+/7c
1340,Australia,0,179,68,35.0,22,2001-09-14 22:00:00,2016-01-01 23:00:00,172,72,2001,2016,8b+/8c,8a/+,8a+
7620,Australia,0,175,63,27.0,19,2005-09-30 22:00:00,2006-08-30 22:00:00,9,57,2005,2006,7c,7a+,7a+/7b
24020,Australia,0,188,78,47.0,9,2009-03-18 23:00:00,2011-05-13 22:00:00,33,53,2009,2011,6b/+,6a/+,6b/+
5063,Australia,0,174,63,43.0,17,2003-10-03 22:00:00,2015-09-14 22:00:00,124,64,2003,2015,7c,6b+/6c,7a+/7b
11808,Australia,1,160,48,24.0,19,2005-11-27 23:00:00,2009-06-07 22:00:00,22,51,2005,2009,6,7a,6a+/6b
21550,Australia,0,172,73,33.0,11,2008-08-23 22:00:00,2012-09-18 22:00:00,113,62,2008,2012,7b+,7c/+,7a
24043,Australia,0,180,68,31.0,11,2009-09-25 22:00:00,2016-08-29 22:00:00,47,59,2009,2016,6c/+,7a+,6c+/7a
17122,Australia,0,168,63,32.0,10,2008-01-27 23:00:00,2008-09-20 22:00:00,15,51,2008,2008,6a+/6b,6c/+,6b/+
9832,Australia,0,180,73,33.0,15,2005-03-17 23:00:00,2009-08-16 22:00:00,55,53,2005,2009,6c/+,6,6b/+
37923,Australia,0,173,63,38.0,11,2010-04-15 22:00:00,2017-01-07 23:00:00,57,59,2010,2017,7a+,6b/+,6c/+
38692,Australia,0,176,68,26.0,11,2012-07-08 22:00:00,2013-01-11 23:00:00,14,59,2012,2013,7c,7a+,7b+/7c
21452,Australia,0,170,68,46.0,15,2008-12-31 23:00:00,2015-02-07 23:00:00,52,55,2009,2015,7a,6b/+,6c+
16843,Australia,0,178,73,41.0,13,2007-09-30 22:00:00,2010-04-22 22:00:00,21,51,2007,2010,7a+,6a+/6b,6c+
27568,Australia,0,180,73,29.0,12,2008-07-19 22:00:00,2017-07-15 22:00:00,470,68,2008,2017,7b,7c,6c+
36424,Australia,0,176,68,31.0,17,2011-04-20 22:00:00,2011-03-21 23:00:00,6,64,2011,2011,8a+/8b,6a+/6b,7b
26762,Australia,1,142,40,20.0,10,2009-05-15 22:00:00,2010-06-09 22:00:00,10,46,2009,2010,5b+,5,5c+
1374,Australia,0,167,68,30.0,19,2000-12-26 23:00:00,2009-06-12 22:00:00,88,68,2000,2009,8a/+,7a+,7c+/8a
23921,Australia,0,180,68,47.0,24,2008-10-31 23:00:00,2013-09-14 22:00:00,60,59,2008,2013,7c,7b,6c+/7a
41965,Australia,0,184,78,29.0,7,2016-10-19 22:00:00,2017-03-24 23:00:00,39,64,2016,2017,8a/+,7c,7c+
54567,Australia,0,169,58,26.0,4,2015-12-11 23:00:00,2015-12-27 23:00:00,4,53,2015,2015,7b,7b,7b
38709,Australia,0,183,83,33.0,7,2012-03-09 23:00:00,2012-03-09 23:00:00,1,36,2012,2012,6,6,6
57183,Australia,0,178,63,28.0,10,2014-09-30 22:00:00,2017-06-28 22:00:00,28,51,2014,2017,7a,6,6b
1459,Australia,0,172,63,42.0,20,2001-11-18 23:00:00,2002-02-10 23:00:00,15,66,2001,2002,7c,7c+,7c/+
44471,Australia,0,176,78,32.0,8,2010-07-13 22:00:00,2013-02-12 23:00:00,29,55,2010,2013,7a,7a/+,7a
1452,Australia,0,186,68,32.0,17,2001-09-30 22:00:00,2003-12-27 23:00:00,36,66,2001,2003,7c,7c,7b+
35658,Australia,0,182,73,34.0,9,2011-03-25 23:00:00,2011-03-25 23:00:00,21,49,2011,2011,6c/+,6a+/6b,6a+/6b
46836,Australia,1,176,63,28.0,6,2012-11-27 23:00:00,2012-01-31 23:00:00,23,53,2012,2012,7a+,6a+/6b,6c/+
1417,Australia,0,185,78,44.0,25,2001-04-07 22:00:00,2002-10-29 23:00:00,29,66,2001,2002,8a/+,7c+,7c/+
8006,Australia,0,174,63,36.0,21,2004-11-21 23:00:00,2017-06-27 22:00:00,436,68,2004,2017,7a+,8b,7b+
51200,Australia,1,161,43,35.0,14,2013-09-01 22:00:00,2014-05-15 22:00:00,31,59,2013,2014,7b+,7a+,7a+
54348,Australia,0,186,68,30.0,15,2014-04-10 22:00:00,2017-04-14 22:00:00,162,66,2014,2017,7a+,7c+,7b+
41090,Australia,0,183,73,23.0,9,2016-08-25 22:00:00,2016-08-25 22:00:00,2,53,2016,2016,7b,7b,7b
19369,Australia,0,171,68,49.0,26,2007-12-29 23:00:00,2012-04-20 22:00:00,89,51,2007,2012,6a+,5b+,6a
25823,Australia,0,180,73,35.0,9,2009-03-25 23:00:00,2014-10-17 22:00:00,121,62,2009,2014,7a,7c+,7a+/7b
10789,Australia,0,185,68,36.0,19,2005-05-10 22:00:00,2014-04-04 22:00:00,136,66,2005,2014,6,8a/+,7b+/7c
57644,Australia,0,175,78,37.0,25,2014-11-06 23:00:00,2015-01-15 23:00:00,12,64,2014,2015,7c+,7a,7b+/7c
6461,Australia,0,185,78,43.0,29,2003-08-31 22:00:00,2013-01-04 23:00:00,75,59,2003,2013,7a,7b,7a
8075,Australia,0,175,58,33.0,17,2009-06-03 22:00:00,2009-06-03 22:00:00,22,57,2009,2009,6,6a+/6b,6b+/6c
8764,Australia,1,164,48,43.0,22,2005-02-04 23:00:00,2005-08-26 22:00:00,35,62,2005,2005,8a/+,7b+,7a+/7b
14241,Australia,0,168,63,40.0,16,2006-09-26 22:00:00,2011-06-18 22:00:00,101,59,2006,2011,7b,7b/+,7b/+
44272,Australia,0,183,78,39.0,22,2011-09-24 22:00:00,2013-05-05 22:00:00,10,59,2011,2013,7b,7b,7b/+
33279,Australia,0,179,63,27.0,12,2011-03-04 23:00:00,2017-08-08 22:00:00,67,68,2011,2017,7c+,7c+,7c
27114,Australia,0,181,78,39.0,13,2009-06-06 22:00:00,2013-05-17 22:00:00,123,57,2009,2013,7a,7a+,6c
53137,Australia,0,180,73,29.0,9,2014-05-19 22:00:00,2015-07-24 22:00:00,35,55,2014,2015,7a,7b+,6b/+
14282,Australia,0,172,68,29.0,12,2006-03-25 23:00:00,2008-04-30 22:00:00,18,55,2006,2008,7b,7a+,7a
64019,Australia,0,175,78,32.0,6,2017-01-06 23:00:00,2017-09-06 22:00:00,17,49,2017,2017,7a,6,6a+/6b
40448,Australia,0,175,68,43.0,25,2011-11-18 23:00:00,2014-11-22 23:00:00,66,49,2011,2014,7a,6a+/6b,6b/+
65209,Australia,0,183,68,21.0,3,2017-03-02 23:00:00,2017-03-02 23:00:00,4,55,2017,2017,7b+,7a+,7a+/7b
36554,Australia,0,170,68,28.0,7,2011-03-28 22:00:00,2011-03-28 22:00:00,5,38,2011,2011,6a/+,6,5c+
38325,Australia,0,185,68,31.0,8,2011-06-30 22:00:00,2017-05-20 22:00:00,63,57,2011,2017,7a+,7a,6c+
5426,Australia,1,150,40,24.0,15,2003-10-31 23:00:00,2003-10-04 22:00:00,4,38,2003,2003,6a/+,5b+,6
49189,Australia,0,190,68,24.0,5,2013-04-12 22:00:00,2015-04-02 22:00:00,49,61,2013,2015,7a/+,7a+,7a+/7b
14209,Australia,0,191,83,35.0,13,2006-10-02 22:00:00,2015-06-28 22:00:00,113,53,2006,2015,7a+,5a+,6b
6263,Australia,0,187,73,33.0,17,2004-01-31 23:00:00,2017-07-31 22:00:00,171,70,2004,2017,7b,8b/+,7c
8795,Australia,1,168,53,34.0,12,2005-04-28 22:00:00,2005-01-28 23:00:00,9,40,2005,2005,6a+/6b,6,6a
6286,Australia,0,169,58,38.0,15,2004-06-05 22:00:00,2004-09-17 22:00:00,10,55,2004,2004,7b,7b,7a+/7b
40868,Australia,1,159,48,28.0,6,2012-04-12 22:00:00,2013-03-03 23:00:00,28,57,2012,2013,6b/+,7b,6c/+
21328,Australia,0,165,58,41.0,21,2008-05-11 22:00:00,2010-04-30 22:00:00,38,53,2008,2010,6,7a+,6b+/6c
61797,Australia,0,175,73,28.0,7,2016-01-04 23:00:00,2017-07-01 22:00:00,22,55,2016,2017,6c/+,7b+,6c+/7a
4999,Australia,0,171,68,35.0,21,2005-05-07 22:00:00,2005-06-10 22:00:00,7,40,2005,2005,5,6a+/6b,5b+
20423,Australia,0,172,68,44.0,23,2007-12-14 23:00:00,2007-12-14 23:00:00,3,49,2007,2007,6b/+,7a,6b+/6c
9318,Australia,1,170,53,34.0,17,2004-12-22 23:00:00,2007-07-08 22:00:00,19,57,2004,2007,7b+,6,6c/+
25745,Australia,0,197,93,37.0,18,2009-03-15 23:00:00,2009-03-15 23:00:00,2,49,2009,2009,7a,7a,7a
38654,Australia,0,185,73,30.0,14,2011-09-12 22:00:00,2011-10-11 22:00:00,41,62,2011,2011,7a,6b+/6c,6b+/6c
39024,Australia,0,184,73,44.0,23,2011-10-21 22:00:00,2014-04-03 22:00:00,90,62,2011,2014,7b+,7b+,7a/+
44303,Australia,0,175,63,22.0,7,2012-07-15 22:00:00,2012-07-15 22:00:00,10,53,2012,2012,7b,7a,7a/+
36876,Australia,0,178,73,34.0,7,2012-04-07 22:00:00,2012-12-21 23:00:00,9,55,2012,2012,7b+,7a,7a
4980,Australia,0,178,68,36.0,20,2003-10-06 22:00:00,2010-11-06 23:00:00,72,53,2003,2010,7a+,6b+/6c,6a/+
26060,Australia,0,186,73,31.0,12,2006-04-10 22:00:00,2010-05-07 22:00:00,36,57,2006,2010,7b,6b/+,6c+/7a
5122,Australia,0,182,68,42.0,20,2004-11-13 23:00:00,2004-12-03 23:00:00,5,53,2004,2004,7b,7a,7a+
50187,Australia,0,180,73,37.0,8,2013-07-14 22:00:00,2017-09-01 22:00:00,148,57,2013,2017,6b/+,7a,6c/+
27493,Australia,0,183,78,23.0,9,2008-08-12 22:00:00,2016-09-16 22:00:00,39,57,2008,2016,5b+,7c,6b/+
34705,Australia,0,183,73,33.0,10,2008-02-29 23:00:00,2014-12-07 23:00:00,129,68,2008,2014,6c/+,7b+,7b/+
9968,Australia,0,178,78,45.0,16,2008-11-07 23:00:00,2013-11-06 23:00:00,47,56,2008,2013,7a+,7a+,7a+
35352,Australia,0,186,83,26.0,16,2012-04-15 22:00:00,2017-05-29 22:00:00,83,62,2012,2017,7c+,7a,7a+/7b
1867,Australia,0,176,68,35.0,17,2001-11-09 23:00:00,2015-06-07 22:00:00,108,66,2001,2015,7b,8a+/8b,7c/+
33885,Australia,0,182,68,30.0,8,2010-09-23 22:00:00,2010-10-24 22:00:00,78,46,2010,2010,6b+/6c,6a/+,6a+/6b
35491,Australia,0,165,73,31.0,17,2011-02-16 23:00:00,2011-02-16 23:00:00,1,38,2011,2011,6a/+,6a/+,6a/+
32076,Australia,1,156,48,64.0,12,2010-04-20 22:00:00,2011-10-08 22:00:00,46,42,2010,2011,5b+,6,6
16951,Australia,0,187,83,42.0,24,2006-11-03 23:00:00,2009-11-17 23:00:00,75,62,2006,2009,7c+,7a+,7a+/7b
26583,Australia,0,170,53,25.0,15,2009-05-01 22:00:00,2009-05-06 22:00:00,22,66,2009,2009,8b/+,7a+/7b,6c+
10708,Australia,0,181,83,44.0,25,2004-09-15 22:00:00,2017-04-13 22:00:00,200,59,2004,2017,7b/+,6b/+,6c+/7a
27408,Australia,0,185,58,22.0,14,2009-11-02 23:00:00,2009-11-02 23:00:00,2,46,2009,2009,6c/+,6c/+,6c/+
5601,Australia,0,183,78,31.0,17,2006-01-22 23:00:00,2008-02-23 23:00:00,16,57,2006,2008,7b,7b+,7b+
9030,Australia,1,178,58,41.0,22,2006-04-21 22:00:00,2006-12-15 23:00:00,6,59,2006,2006,7c,7c,7b+/7c
13528,Australia,0,184,78,28.0,13,2006-08-29 22:00:00,2006-11-22 23:00:00,12,58,2006,2006,7c/+,6b+/6c,7a/+
15799,Australia,1,169,58,40.0,22,2001-10-25 22:00:00,2013-05-10 22:00:00,36,62,2001,2013,7c,7c+,7c/+
32057,Australia,0,173,73,49.0,7,2011-02-02 23:00:00,2011-02-02 23:00:00,1,31,2011,2011,5a+,5a+,5a+
38780,Australia,0,172,68,45.0,14,2011-10-14 22:00:00,2011-09-21 22:00:00,4,46,2011,2011,5b+,6c/+,6a/+
5341,Australia,0,186,78,40.0,15,2003-04-17 22:00:00,2003-11-14 23:00:00,12,40,2003,2003,6a+/6b,5b+,5c+
13602,Australia,0,183,83,35.0,13,2006-08-18 22:00:00,2009-07-20 22:00:00,39,53,2006,2009,6,7b,6b
41583,Australia,0,185,78,45.0,26,2012-03-11 23:00:00,2011-05-30 22:00:00,8,66,2012,2011,8a/+,8b/+,8a+/8b
5427,Australia,1,150,48,26.0,15,2003-10-31 23:00:00,2003-10-31 23:00:00,3,38,2003,2003,6,6a/+,6a
17724,Australia,0,172,68,40.0,23,2007-08-11 22:00:00,2007-10-31 23:00:00,16,66,2007,2007,7a+,7c+,8a
3653,Australia,0,175,68,40.0,23,2002-12-28 23:00:00,2017-05-01 22:00:00,648,64,2002,2017,7b,8a+/8b,7b/+
2025,Australia,1,159,53,39.0,20,2003-06-27 22:00:00,2003-12-12 23:00:00,4,57,2003,2003,7b,7c,7b/+
2024,Australia,0,180,73,41.0,20,2003-05-30 22:00:00,2007-05-17 22:00:00,28,62,2003,2007,7c,7c+,7a+/7b
36521,Australia,1,140,43,18.0,17,2011-04-22 22:00:00,2011-07-16 22:00:00,4,42,2011,2011,6,6b/+,5c
2010,Australia,0,175,78,47.0,28,2002-04-06 22:00:00,2003-04-22 22:00:00,53,53,2002,2003,7a+,6c/+,6c/+
1994,Australia,0,175,73,45.0,25,2006-10-06 22:00:00,2017-05-06 22:00:00,46,55,2006,2017,7a+,7a+,6c+
2095,Australia,0,176,73,41.0,25,2002-02-09 23:00:00,2011-11-04 23:00:00,139,53,2002,2011,7a,5b+,6a/+
5371,Australia,1,157,48,30.0,16,2003-08-31 22:00:00,2004-09-30 22:00:00,8,51,2003,2004,5a+,7a+,6b/+
29194,Australia,0,170,68,33.0,10,2009-09-18 22:00:00,2009-09-18 22:00:00,6,53,2009,2009,7b,7a,7a+/7b
5368,Australia,1,162,53,28.0,18,2003-08-31 22:00:00,2004-09-30 22:00:00,9,51,2003,2004,5a+,7a+,6b/+
27358,Australia,0,172,63,38.0,18,2011-02-05 23:00:00,2012-01-16 23:00:00,8,55,2011,2012,6c/+,7b+,6c/+
2202,Australia,0,188,88,33.0,16,2002-05-13 22:00:00,2002-05-13 22:00:00,1,31,2002,2002,5a+,5a+,5a+
2704,Australia,0,180,73,41.0,18,2004-10-09 22:00:00,2006-02-24 23:00:00,58,57,2004,2006,7c,7a+,7a/+
15757,Australia,0,163,58,30.0,12,2007-03-31 22:00:00,2007-08-23 22:00:00,30,44,2007,2007,6b+/6c,6,5c+
2236,Australia,0,178,73,47.0,20,2001-04-13 22:00:00,2015-04-11 22:00:00,100,57,2001,2015,6b/+,6c/+,6b+/6c
1626,Australia,0,174,63,32.0,22,2002-01-15 23:00:00,2009-11-13 23:00:00,20,68,2002,2009,8a+/8b,8b+/8c,7c/+
41301,Australia,0,176,63,23.0,6,2012-02-10 23:00:00,2012-02-17 23:00:00,6,49,2012,2012,7a,5,6
7984,Australia,0,185,78,40.0,22,2005-02-03 23:00:00,2007-06-20 22:00:00,108,53,2005,2007,5,5,6a+
13849,Australia,1,155,53,36.0,22,2006-09-23 22:00:00,2013-04-15 22:00:00,80,64,2006,2013,5a+,8a/+,6c/+
1592,Australia,0,185,63,31.0,16,2001-11-30 23:00:00,2005-04-27 22:00:00,9,55,2001,2005,6b/+,7b+,6c+/7a
31933,Australia,0,183,73,32.0,10,2010-09-04 22:00:00,2017-08-15 22:00:00,262,66,2010,2017,7b,8a/+,7b+/7c
38739,Australia,0,163,48,20.0,7,2012-07-03 22:00:00,2012-07-03 22:00:00,2,53,2012,2012,7b,6a+/6b,6c/+
5167,Australia,0,178,73,35.0,19,2012-03-11 23:00:00,2009-01-13 23:00:00,6,57,2012,2009,7b+,7a+,7a/+
1551,Australia,0,178,78,32.0,18,2003-03-28 23:00:00,2012-09-06 22:00:00,79,72,2003,2012,8a+/8b,8c+/9a,8a+
12262,Australia,1,180,58,32.0,14,2006-07-27 22:00:00,2008-11-14 23:00:00,123,62,2006,2008,7b+,7b+,7b
2328,Australia,0,170,58,34.0,20,2002-02-17 23:00:00,2002-02-17 23:00:00,1,62,2002,2002,8a/+,8a/+,8a/+
27481,Australia,0,180,68,23.0,9,2009-05-16 22:00:00,2009-07-02 22:00:00,4,42,2009,2009,6a+/6b,6b/+,6b
37100,Australia,0,186,73,29.0,10,2009-06-14 22:00:00,2013-06-02 22:00:00,9,53,2009,2013,7b,7a+/7b,7a+
38710,Australia,0,180,68,26.0,10,2011-08-13 22:00:00,2012-07-13 22:00:00,19,59,2011,2012,7c,7a+,7a+/7b
37632,Australia,0,188,73,24.0,9,2013-09-26 22:00:00,2013-10-01 22:00:00,3,55,2013,2013,7b,7b+,7b
10738,Australia,0,184,78,27.0,14,2005-10-31 23:00:00,2014-08-09 22:00:00,19,53,2005,2014,6b+/6c,7b,6a
5717,Australia,0,190,73,28.0,21,2003-11-30 23:00:00,2004-12-31 23:00:00,24,66,2003,2005,7b,7b,7b/+
54547,Australia,0,186,83,38.0,5,2014-04-25 22:00:00,2016-05-22 22:00:00,188,55,2014,2016,7b,7a,6c
2241,Australia,0,176,78,41.0,29,2007-02-26 23:00:00,2007-09-07 22:00:00,5,51,2007,2007,7a+,7a+,7a+
20192,Australia,0,180,68,37.0,22,2008-06-21 22:00:00,2010-01-03 23:00:00,10,59,2008,2010,7b+,7a+,7b/+
16525,Australia,0,181,73,46.0,29,2007-01-01 23:00:00,2008-06-28 22:00:00,30,55,2007,2008,6,6a+/6b,6c+
27446,Australia,0,173,58,24.0,10,2009-06-27 22:00:00,2013-05-07 22:00:00,128,62,2009,2013,6c/+,8a/+,6c+
1722,Australia,1,167,63,40.0,17,2001-12-30 23:00:00,2005-05-25 22:00:00,76,53,2001,2005,6c/+,6a/+,6c
41354,Australia,0,171,73,39.0,23,2016-06-11 22:00:00,2017-06-01 22:00:00,5,51,2016,2017,7a+,5b+,6a+/6b
13499,Australia,0,187,78,42.0,17,2007-05-05 22:00:00,2008-10-03 22:00:00,14,49,2007,2008,7a,6b+/6c,6b+/6c
1714,Australia,0,187,83,43.0,18,2002-02-07 23:00:00,2002-03-16 23:00:00,18,38,2002,2002,5,6a/+,5b+
58120,Australia,0,193,78,32.0,7,2014-07-19 22:00:00,2015-12-12 23:00:00,4,51,2014,2015,7a+,7a+,7a+
9114,Australia,0,182,78,26.0,16,2006-03-19 23:00:00,2008-07-19 22:00:00,23,57,2006,2008,6a+/6b,7b+,6c+
8352,Australia,0,178,73,43.0,22,2006-12-11 23:00:00,2007-08-17 22:00:00,9,68,2006,2007,7c+,8b+/8c,8a
23860,Australia,0,182,68,30.0,10,2008-11-22 23:00:00,2008-12-19 23:00:00,4,53,2008,2008,7a,7b,7a/+
12236,Australia,0,181,73,31.0,17,2005-12-31 23:00:00,2016-12-05 23:00:00,39,62,2006,2016,7c,7b,7b/+
19165,Australia,1,163,53,32.0,10,2008-06-07 22:00:00,2009-03-08 23:00:00,2,33,2008,2009,5b+,5b+,5b+
10712,Australia,1,150,43,38.0,14,2005-10-02 22:00:00,2008-02-01 23:00:00,28,53,2005,2008,7a,7a+/7b,6c
22104,Australia,0,178,63,38.0,20,2008-05-23 22:00:00,2008-02-22 23:00:00,6,58,2008,2008,7c/+,7a+,7b/+
36340,Australia,0,177,68,30.0,20,2011-03-22 23:00:00,2011-01-04 23:00:00,12,50,2011,2011,7a,7a/+,6c
27306,Australia,0,179,73,32.0,11,2009-04-09 22:00:00,2009-01-05 23:00:00,10,53,2009,2009,7a+,6,6b/+
23288,Australia,0,182,63,23.0,9,2008-08-26 22:00:00,2012-07-30 22:00:00,92,57,2008,2012,7b/+,7a,6c+/7a
11301,Australia,1,174,58,29.0,13,2005-11-30 23:00:00,2017-08-12 22:00:00,305,62,2005,2017,6,7a+/7b,6c+
30539,Australia,0,192,63,25.0,8,2010-05-02 22:00:00,2012-09-21 22:00:00,25,52,2010,2012,5b+,7a+/7b,6b/+
22424,Australia,0,160,63,28.0,14,2009-03-13 23:00:00,2009-03-13 23:00:00,1,40,2009,2009,6a+/6b,6a+/6b,6a+/6b
39312,Australia,0,174,73,36.0,6,2012-08-27 22:00:00,2014-12-06 23:00:00,18,53,2012,2014,6a,6b/+,6a+/6b
32959,Australia,0,174,73,37.0,8,2010-08-06 22:00:00,2013-06-07 22:00:00,6,49,2010,2013,6b/+,7a,6b
25290,Australia,0,186,68,34.0,10,2014-10-31 23:00:00,2015-01-02 23:00:00,13,59,2014,2015,7a+,7a+,7b/+
38230,Australia,0,177,73,32.0,11,2015-03-25 23:00:00,2015-03-25 23:00:00,1,44,2015,2015,6b+/6c,6b+/6c,6b+/6c
53055,Australia,0,178,73,21.0,7,2014-01-20 23:00:00,2014-01-20 23:00:00,2,33,2014,2014,5b+,5a+,5b
52949,Australia,1,164,53,31.0,5,2013-12-06 23:00:00,2017-08-22 22:00:00,167,59,2013,2017,7c,7b+,6c+
16429,Australia,1,160,40,25.0,16,2008-07-07 22:00:00,2008-07-07 22:00:00,2,29,2008,2008,5,5,5
13128,Australia,1,164,58,36.0,16,2005-09-03 22:00:00,2007-07-06 22:00:00,22,49,2005,2007,6c/+,7a,6b+
45917,Australia,0,172,68,29.0,6,2012-09-29 22:00:00,2014-12-11 23:00:00,11,55,2012,2014,7a,6a+/6b,6c+/7a
4567,Australia,0,186,78,42.0,17,2004-02-28 23:00:00,2006-12-30 23:00:00,151,59,2004,2006,7a+,6b+/6c,6c+
28176,Australia,0,178,73,39.0,23,2009-10-11 22:00:00,2010-02-19 23:00:00,14,55,2009,2010,6a+/6b,7a,6c+
18646,Australia,0,188,68,32.0,12,2007-03-25 22:00:00,2010-10-16 22:00:00,74,57,2007,2010,7b,7b,6c+/7a
29538,Australia,0,177,63,30.0,8,2011-02-21 23:00:00,2011-09-28 22:00:00,3,50,2011,2011,7a/+,6a+/6b,6c/+
45872,Australia,0,173,63,42.0,25,2012-10-13 22:00:00,2014-02-21 23:00:00,117,64,2012,2014,8a+/8b,8a+/8b,7b+/7c
9463,Australia,0,179,73,31.0,13,2005-04-03 22:00:00,2005-12-13 23:00:00,10,44,2005,2005,6,6,6
42428,Australia,0,172,83,29.0,6,2012-01-14 23:00:00,2011-11-30 23:00:00,2,46,2012,2011,6c/+,6b/+,6b+/6c
13148,Australia,0,180,68,25.0,13,2007-04-10 22:00:00,2017-08-18 22:00:00,200,75,2007,2017,7b,7c+,7c+/8a
22372,Australia,0,172,63,25.0,10,2009-04-05 22:00:00,2014-08-16 22:00:00,54,64,2009,2014,6a/+,7c+,7a
9467,Australia,0,180,73,36.0,17,2006-01-26 23:00:00,2012-09-08 22:00:00,64,62,2006,2012,7c/+,7c+,7b+/7c
9469,Australia,0,170,58,29.0,13,2005-04-07 22:00:00,2005-12-17 23:00:00,13,53,2005,2005,7b,7a,6b+/6c
24807,Australia,0,178,83,42.0,14,2008-12-09 23:00:00,2009-01-26 23:00:00,9,53,2008,2009,7b,7a+/7b,7b
13140,Australia,0,180,73,42.0,20,2005-10-10 22:00:00,1999-12-20 23:00:00,15,57,2005,1999,7b,7b+,7a+/7b
17562,Australia,0,188,88,37.0,11,2007-04-29 22:00:00,2010-11-25 23:00:00,41,53,2007,2010,6b+/6c,6c/+,6c/+
43279,Australia,1,165,58,30.0,9,2012-07-16 22:00:00,2017-07-11 22:00:00,66,55,2012,2017,5b+,6b/+,6a+/6b
20889,Australia,0,167,53,33.0,12,2010-01-07 23:00:00,2010-01-10 23:00:00,14,55,2010,2010,7b+,5,5b+
15075,Australia,0,187,73,30.0,14,2007-01-07 23:00:00,2014-11-30 23:00:00,28,55,2007,2014,7a,7a,7a/+
16423,Australia,0,175,63,52.0,21,2007-04-27 22:00:00,2007-03-26 22:00:00,3,59,2007,2007,7c+,7b+,7c/+
36602,Australia,0,158,53,22.0,13,2011-04-23 22:00:00,2011-08-29 22:00:00,20,59,2011,2011,7c+,6a+/6b,6c+
38190,Australia,0,180,73,31.0,14,2011-08-15 22:00:00,2012-02-11 23:00:00,34,62,2011,2012,7b+,7c,7b+
31185,Australia,0,175,58,40.0,16,2009-11-29 23:00:00,2009-11-29 23:00:00,4,51,2009,2009,7a+,7a+,7a+
3085,Australia,1,169,68,42.0,20,2002-11-09 23:00:00,2005-01-21 23:00:00,7,40,2002,2005,5,5b+,5b+
51786,Australia,0,184,73,27.0,6,2012-06-15 22:00:00,2015-01-07 23:00:00,50,64,2012,2015,5a+,7a,7a
50442,Australia,0,181,78,30.0,11,2013-06-27 22:00:00,2013-06-28 22:00:00,15,54,2013,2013,7b/+,6,6c
12613,Australia,1,154,53,37.0,17,2006-03-16 23:00:00,2012-04-04 22:00:00,20,44,2006,2012,5b,6a+/6b,6
25158,Australia,0,175,53,14.0,12,2009-02-07 23:00:00,2017-08-01 22:00:00,256,59,2009,2017,5b,7b,6b+/6c
14792,Australia,0,178,83,46.0,16,2006-12-11 23:00:00,2006-12-11 23:00:00,2,49,2006,2006,7a,6b/+,6c/+
49036,Australia,0,167,43,21.0,7,2013-04-10 22:00:00,2013-01-18 23:00:00,9,59,2013,2013,7b+,7a+,7a+
52860,Australia,0,185,73,25.0,6,2014-04-17 22:00:00,2017-09-09 22:00:00,68,62,2014,2017,7a+,7c+,7b+
11133,Australia,0,191,68,33.0,13,2006-09-17 22:00:00,2007-12-01 23:00:00,10,55,2006,2007,7a,7b,7a/+
4421,Australia,1,164,48,44.0,20,2003-05-31 22:00:00,2009-06-03 22:00:00,101,68,2003,2009,7c,7c,7c/+
4399,Australia,1,166,53,40.0,22,2003-02-13 23:00:00,2012-01-07 23:00:00,133,59,2003,2012,7c,7b+,7a/+
43568,Australia,0,183,73,31.0,21,2011-04-21 22:00:00,2011-04-21 22:00:00,2,38,2011,2011,6a/+,6,6a
23014,Australia,0,187,73,26.0,13,2008-08-27 22:00:00,2014-07-09 22:00:00,96,55,2008,2014,6a+/6b,7b,6b+/6c
4373,Australia,0,175,58,42.0,28,2003-07-18 22:00:00,2008-01-14 23:00:00,35,70,2003,2008,8b/+,8a/+,8a+
43591,Australia,0,177,58,26.0,8,2017-01-12 23:00:00,2017-02-04 23:00:00,11,62,2017,2017,7b,7b,7b+
16345,Australia,0,168,58,36.0,17,2007-04-22 22:00:00,2007-04-22 22:00:00,6,51,2007,2007,7a+,6c/+,7a
10514,Australia,1,153,53,32.0,14,2006-03-16 23:00:00,2006-03-16 23:00:00,1,49,2006,2006,7a,7a,7a
28879,Australia,0,175,68,26.0,10,2009-09-26 22:00:00,2009-09-26 22:00:00,22,44,2009,2009,4+,6b+/6c,6
4430,Australia,0,185,73,37.0,17,2003-08-02 22:00:00,2005-12-03 23:00:00,43,59,2003,2005,6,7a+,6b+/6c
18520,Australia,1,169,53,29.0,17,2009-04-15 22:00:00,2012-12-01 23:00:00,31,59,2009,2012,7a+,7c+,7a/+
14669,Australia,0,180,83,28.0,21,2007-06-23 22:00:00,2008-06-29 22:00:00,4,62,2007,2008,8a/+,8a/+,8a
57466,Australia,0,171,63,45.0,19,2014-10-24 22:00:00,2014-10-24 22:00:00,1,36,2014,2014,6,6,6
22449,Australia,0,180,68,43.0,22,1999-04-22 22:00:00,2010-01-24 23:00:00,54,66,1999,2010,7b+,7a+,7b/+
